alpha,beta,rho,worst_ratio,M,b0,frac,harmonic_loses
7.196856730011517,0.2682695795279726,26.826957952797244,3.581173022179435,200,20,0.9,1
7.196856730011517,0.372759372031494,19.306977288832496,2.8461954721834917,200,20,0.9,1
7.196856730011517,0.517947467923121,13.894954943731374,2.254577419229835,200,20,0.9,1
7.196856730011517,0.7196856730011519,9.999999999999996,1.7911525823051644,200,20,0.9,1
7.196856730011517,1.0,7.196856730011517,1.4911492336515342,200,5,0.75,1
7.196856730011517,1.3894954943731375,5.17947467923121,1.3291236684690564,200,5,0.7000000000000001,1
7.196856730011517,1.9306977288832496,3.72759372031494,1.1885889702061478,200,5,0.7000000000000001,1
7.196856730011517,2.6826957952797246,2.682695795279726,1.0720987547708836,200,5,0.75,1
7.196856730011517,3.72759372031494,1.9306977288832496,1.0134314136912197,5,2,0.55,1
7.196856730011517,5.17947467923121,1.3894954943731375,1.0045446959600506,10,2,0.5,1
7.196856730011517,7.196856730011517,1.0,1.0000000000000007,50,2,1.0,1
7.196856730011517,10.0,0.7196856730011517,1.0000000000000004,2,2,1.0,1
10.0,0.1,100.0,7.777405851307658,200,20,0.9,1
10.0,0.13894954943731375,71.96856730011521,6.603818019976589,200,20,0.9,1
10.0,0.193069772888325,51.79474679231212,5.482340971958571,200,20,0.9,1
10.0,0.2682695795279726,37.2759372031494,4.463965534556896,200,20,0.9,1
10.0,0.372759372031494,26.826957952797258,3.5811730221794367,200,20,0.9,1
10.0,0.517947467923121,19.306977288832506,2.8461954721834934,200,20,0.9,1
10.0,0.7196856730011519,13.894954943731378,2.2545774192298347,200,20,0.9,1
10.0,1.0,10.0,1.791152582305165,200,20,0.9,1
10.0,1.3894954943731375,7.196856730011521,1.4911492336515344,200,5,0.75,1
10.0,1.9306977288832496,5.1794746792312125,1.329123668469057,200,5,0.7000000000000001,1
10.0,2.6826957952797246,3.7275937203149416,1.1885889702061483,200,5,0.7000000000000001,1
10.0,3.72759372031494,2.682695795279726,1.072098754770884,200,5,0.75,1
10.0,5.17947467923121,1.9306977288832508,1.01343141369122,5,2,0.55,1
10.0,7.196856730011517,1.3894954943731381,1.0045446959600506,10,2,0.5,1
10.0,10.0,1.0,1.0000000000000004,10,2,1.0,1
